state,date,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year_month
Andaman and Nicobar Islands,2025-05-17,30.3,40.5,1.4,-67.6,0,5,3517.0,54.1,5.4,126.3,4119.0,167628.0,6.42,6.96,9.5,52326.0,2025-05
Andaman and Nicobar Islands,2025-05-18,32.7,33.0,-0.3,-73.6,0,9,2880.0,56.3,8.1,117.7,5156.0,165843.0,6.93,5.36,8.1,70392.0,2025-05
Andaman and Nicobar Islands,2025-05-19,28.3,37.3,0.71,-70.1,0,9,3335.0,44.8,9.1,107.9,4111.0,170504.0,6.03,4.77,11.0,71518.0,2025-05
Andaman and Nicobar Islands,2025-05-20,28.9,47.1,-0.15,-62.3,0,5,3330.0,44.7,7.9,93.8,4050.0,167105.0,6.9,5.4,9.8,55878.0,2025-05
Andaman and Nicobar Islands,2025-05-21,27.5,45.0,1.53,-64.1,0,7,3052.0,51.0,6.6,81.7,4552.0,165828.0,6.44,4.95,10.1,61446.0,2025-05
Andaman and Nicobar Islands,2025-05-22,28.8,31.7,0.09,-74.7,0,9,3168.0,51.8,9.1,98.0,5276.0,170286.0,6.88,6.89,8.1,47044.0,2025-05
Andaman and Nicobar Islands,2025-05-23,30.7,43.8,3.08,-65.0,0,8,3118.0,59.1,9.2,133.1,5617.0,169825.0,6.71,6.0,11.4,62848.0,2025-05
Andaman and Nicobar Islands,2025-05-24,27.9,35.3,-1.44,-71.8,0,6,3703.0,45.7,7.5,136.1,5068.0,172220.0,6.0,5.24,9.6,65091.0,2025-05
Andaman and Nicobar Islands,2025-05-25,29.2,38.8,-0.56,-69.0,0,7,3349.0,42.5,6.4,138.2,4866.0,166651.0,6.41,5.57,9.8,64809.0,2025-05
Andaman and Nicobar Islands,2025-05-26,29.3,40.6,2.57,-67.5,0,6,3468.0,57.7,7.7,136.0,5857.0,170570.0,6.99,6.6,12.7,65890.0,2025-05
Andaman and Nicobar Islands,2025-05-27,31.5,28.4,0.95,-77.3,0,8,3156.0,53.7,8.2,129.5,4346.0,171310.0,6.32,5.03,9.4,60523.0,2025-05
Andaman and Nicobar Islands,2025-05-28,29.6,38.4,-0.15,-69.3,0,9,3121.0,52.5,7.0,139.2,5469.0,169534.0,6.32,5.03,12.1,59896.0,2025-05
Andaman and Nicobar Islands,2025-05-29,30.5,28.0,-1.49,-77.6,0,6,2807.0,44.0,6.1,103.5,5855.0,169258.0,6.25,4.68,9.5,63164.0,2025-05
Andaman and Nicobar Islands,2025-05-30,29.8,34.4,-1.02,-72.5,0,10,2730.0,51.3,8.1,124.2,5192.0,170481.0,6.68,6.29,10.9,49914.0,2025-05
Andaman and Nicobar Islands,2025-05-31,31.5,27.4,-0.77,-78.1,0,9,3294.0,55.5,9.0,100.0,4632.0,169417.0,6.85,4.95,10.7,73949.0,2025-05
Andaman and Nicobar Islands,2025-06-01,31.7,307.8,-1.17,146.1,0,0,1206.0,52.3,3.5,98.3,5728.0,171877.0,6.15,5.52,10.5,74509.0,2025-06
Andaman and Nicobar Islands,2025-06-02,27.6,517.0,2.17,313.3,0,0,1167.0,58.3,4.0,82.7,4337.0,172401.0,6.49,5.06,10.8,59904.0,2025-06
Andaman and Nicobar Islands,2025-06-03,32.7,309.9,0.68,147.7,0,0,912.0,43.7,3.6,119.7,5010.0,169434.0,6.21,6.66,9.5,74560.0,2025-06
Andaman and Nicobar Islands,2025-06-04,30.7,390.4,3.65,212.1,0,0,1113.0,48.6,3.7,117.9,5309.0,168563.0,6.63,4.94,8.0,51463.0,2025-06
Andaman and Nicobar Islands,2025-06-05,29.0,485.3,1.18,288.0,0,0,1278.0,54.1,2.9,85.3,5764.0,172340.0,6.05,6.16,10.2,55272.0,2025-06
Andaman and Nicobar Islands,2025-06-06,30.6,465.3,3.62,271.9,0,0,1093.0,48.2,3.8,107.9,4734.0,166271.0,6.56,6.41,11.7,58808.0,2025-06
Andaman and Nicobar Islands,2025-06-07,31.3,519.0,1.29,314.9,0,0,981.0,44.5,4.7,114.8,4241.0,168238.0,6.8,6.07,9.6,47514.0,2025-06
Andaman and Nicobar Islands,2025-06-08,31.7,384.8,2.6,207.6,0,0,914.0,51.6,3.1,91.7,5399.0,172148.0,6.95,6.32,8.7,48198.0,2025-06
Andaman and Nicobar Islands,2025-06-09,29.4,374.9,3.04,199.7,0,0,1025.0,41.8,3.1,105.3,5060.0,171964.0,6.66,5.78,10.8,68357.0,2025-06
Andaman and Nicobar Islands,2025-06-10,30.1,413.1,-1.38,230.3,0,0,958.0,56.1,4.2,136.1,4323.0,171001.0,6.25,6.93,12.9,55216.0,2025-06
Andaman and Nicobar Islands,2025-06-11,30.7,374.3,0.67,199.2,0,0,1014.0,50.4,3.8,136.7,4884.0,166521.0,6.03,5.13,8.2,52366.0,2025-06
Andaman and Nicobar Islands,2025-06-12,29.7,551.5,2.86,340.9,0,0,943.0,48.5,5.1,137.8,4189.0,168937.0,6.87,6.4,11.9,64334.0,2025-06
Andaman and Nicobar Islands,2025-06-13,29.6,489.3,3.8,291.2,0,0,1109.0,59.1,5.4,119.7,4869.0,166942.0,6.22,5.6,12.3,49116.0,2025-06
Andaman and Nicobar Islands,2025-06-14,29.3,464.7,-1.38,271.5,0,0,1020.0,53.3,4.4,107.3,5579.0,167598.0,6.85,6.88,11.2,62337.0,2025-06
Andaman and Nicobar Islands,2025-06-15,31.9,350.9,-1.01,180.5,0,0,1181.0,56.2,3.0,114.9,4301.0,168807.0,6.7,5.83,10.2,67380.0,2025-06
Andaman and Nicobar Islands,2025-06-16,29.6,530.4,1.71,324.0,0,0,1010.0,55.7,4.0,107.6,4592.0,168468.0,6.24,5.79,12.4,67143.0,2025-06
Andaman and Nicobar Islands,2025-06-17,28.2,390.2,1.25,211.9,0,0,956.0,50.4,3.8,108.6,4129.0,171062.0,6.41,5.96,10.3,71745.0,2025-06
Andaman and Nicobar Islands,2025-06-18,33.7,441.8,2.19,253.2,0,0,1022.0,45.6,2.7,100.9,5485.0,171634.0,6.44,6.04,9.4,60356.0,2025-06
Andaman and Nicobar Islands,2025-06-19,31.9,532.7,3.92,325.9,0,0,1137.0,45.2,2.9,133.4,5508.0,166378.0,6.01,6.5,11.3,71558.0,2025-06
Andaman and Nicobar Islands,2025-06-20,28.5,339.0,1.13,171.0,0,0,1006.0,41.8,3.1,80.0,5746.0,170823.0,6.68,5.22,8.2,68648.0,2025-06
Andaman and Nicobar Islands,2025-06-21,30.9,516.3,-1.52,312.7,0,0,1108.0,51.2,4.0,81.1,4520.0,171009.0,6.36,5.62,9.8,50068.0,2025-06
Andaman and Nicobar Islands,2025-06-22,30.7,486.9,0.78,289.2,0,0,1169.0,52.2,4.2,124.2,5162.0,168736.0,6.38,6.69,11.2,57396.0,2025-06
Andaman and Nicobar Islands,2025-06-23,29.4,424.8,-1.34,239.6,0,0,1023.0,46.2,3.3,105.2,5268.0,166689.0,6.68,4.89,9.0,65780.0,2025-06
Andaman and Nicobar Islands,2025-06-24,28.7,423.5,2.04,238.6,0,0,1287.0,54.0,4.9,128.5,5557.0,171741.0,6.71,5.53,10.0,56052.0,2025-06
Andaman and Nicobar Islands,2025-06-25,31.4,419.9,-1.25,235.7,0,0,1311.0,49.4,3.5,127.4,5945.0,166918.0,6.42,6.74,11.1,45677.0,2025-06
Andaman and Nicobar Islands,2025-06-26,30.2,450.4,1.98,260.0,0,0,907.0,54.6,4.2,80.9,4428.0,166974.0,6.2,5.25,11.1,48196.0,2025-06
Andaman and Nicobar Islands,2025-06-27,31.1,468.6,1.85,274.6,0,0,942.0,41.8,4.6,96.2,4921.0,168515.0,6.37,6.96,8.5,59659.0,2025-06
Andaman and Nicobar Islands,2025-06-28,31.2,441.0,-1.75,252.5,0,0,975.0,47.6,4.8,122.6,5579.0,168282.0,6.58,6.42,12.2,47906.0,2025-06
Andaman and Nicobar Islands,2025-06-29,28.9,510.2,1.65,307.9,0,0,1141.0,40.6,4.4,136.0,4833.0,167999.0,6.14,6.1,10.9,67491.0,2025-06
Andaman and Nicobar Islands,2025-06-30,30.5,469.6,1.49,275.4,0,0,1059.0,45.9,3.1,121.4,4264.0,171664.0,6.41,4.9,9.2,45402.0,2025-06
Andaman and Nicobar Islands,2025-07-01,29.8,367.9,3.7,194.1,0,0,980.0,41.8,4.1,104.1,4490.0,171605.0,6.69,6.66,9.0,54762.0,2025-07
Andaman and Nicobar Islands,2025-07-02,29.0,435.2,2.6,247.9,0,0,1069.0,59.3,2.7,123.0,4537.0,167008.0,6.66,6.06,9.3,45062.0,2025-07
Andaman and Nicobar Islands,2025-07-03,27.4,520.1,3.35,315.8,0,0,1160.0,58.9,4.9,103.9,5151.0,168560.0,6.72,5.71,12.7,73990.0,2025-07
Andaman and Nicobar Islands,2025-07-04,29.8,366.2,1.93,192.8,0,0,1112.0,42.1,4.5,89.9,4181.0,167267.0,6.25,6.68,8.1,64462.0,2025-07
Andaman and Nicobar Islands,2025-07-05,29.6,432.0,0.76,245.3,0,0,995.0,57.8,4.2,106.2,5964.0,171986.0,6.83,4.53,9.8,46103.0,2025-07
Andaman and Nicobar Islands,2025-07-06,29.1,497.1,-0.8,297.4,0,0,985.0,44.0,4.0,129.2,4583.0,171621.0,6.73,6.01,9.6,50699.0,2025-07
Andaman and Nicobar Islands,2025-07-07,31.0,480.1,1.24,283.8,0,0,1019.0,59.9,3.8,112.0,5747.0,166948.0,6.53,6.47,9.6,71566.0,2025-07
Andaman and Nicobar Islands,2025-07-08,30.0,343.8,3.42,174.9,0,0,1308.0,52.4,4.9,109.8,4402.0,171870.0,6.91,4.56,9.7,60945.0,2025-07
Andaman and Nicobar Islands,2025-07-09,28.8,437.0,2.74,249.3,0,0,971.0,45.8,4.9,97.0,4430.0,166136.0,6.3,6.7,8.5,57295.0,2025-07
Andaman and Nicobar Islands,2025-07-10,26.0,488.4,-0.12,290.5,0,0,1305.0,50.1,5.1,111.5,4548.0,166244.0,6.88,4.71,8.7,59500.0,2025-07
Andaman and Nicobar Islands,2025-07-11,31.5,446.9,2.26,257.2,0,0,1322.0,46.0,3.4,82.0,4362.0,168362.0,6.25,5.34,11.3,64769.0,2025-07
Andaman and Nicobar Islands,2025-07-12,31.1,314.5,-0.9,151.4,0,0,1088.0,42.8,4.6,124.0,4720.0,171927.0,6.58,6.49,10.8,67481.0,2025-07
Andaman and Nicobar Islands,2025-07-13,30.8,467.7,-0.54,273.9,0,0,1213.0,41.8,2.7,139.1,4704.0,168971.0,6.77,5.41,10.6,54060.0,2025-07
Andaman and Nicobar Islands,2025-07-14,30.1,507.9,0.63,306.0,0,0,1265.0,53.9,5.1,104.0,4935.0,168992.0,6.31,4.84,8.4,63486.0,2025-07
Andaman and Nicobar Islands,2025-07-15,30.7,477.8,-0.49,282.0,0,0,969.0,59.4,3.0,80.4,5921.0,169224.0,6.08,4.72,10.7,61118.0,2025-07
Andaman and Nicobar Islands,2025-07-16,29.1,493.1,2.39,294.2,0,0,1210.0,53.0,4.4,110.5,5239.0,171166.0,6.31,5.08,10.3,73460.0,2025-07
Andaman and Nicobar Islands,2025-07-17,29.8,405.7,3.56,224.3,0,0,1064.0,49.9,4.5,82.2,4532.0,169055.0,6.57,6.0,10.9,74225.0,2025-07
Andaman and Nicobar Islands,2025-07-18,30.9,310.8,2.5,148.5,0,0,1044.0,40.2,3.0,117.2,5395.0,169853.0,6.59,5.99,8.4,55886.0,2025-07
Andaman and Nicobar Islands,2025-07-19,28.7,507.5,0.03,305.7,0,0,1218.0,45.0,3.1,114.6,4841.0,169062.0,6.85,4.85,12.1,48806.0,2025-07
Andaman and Nicobar Islands,2025-07-20,25.8,374.2,-0.78,199.1,0,0,1079.0,52.8,2.8,119.7,5390.0,168852.0,6.66,5.28,8.8,61191.0,2025-07
Andaman and Nicobar Islands,2025-07-21,29.2,419.8,2.0,235.6,0,0,1110.0,57.0,2.8,115.4,5188.0,170616.0,6.67,6.18,11.1,47214.0,2025-07
Andaman and Nicobar Islands,2025-07-22,28.0,447.5,2.73,257.7,0,0,1183.0,46.8,4.6,101.5,5244.0,165937.0,6.5,6.5,9.2,61895.0,2025-07
Andaman and Nicobar Islands,2025-07-23,31.8,363.0,0.28,190.2,0,0,1343.0,56.3,5.4,85.0,4377.0,171436.0,6.56,6.34,8.6,68224.0,2025-07
Andaman and Nicobar Islands,2025-07-24,27.3,342.7,1.99,174.0,0,0,1209.0,51.2,5.0,85.4,4568.0,168437.0,6.67,6.53,9.4,60299.0,2025-07
Andaman and Nicobar Islands,2025-07-25,29.4,458.6,1.27,266.7,0,0,913.0,49.1,4.9,114.5,5748.0,171294.0,6.8,6.94,12.3,62187.0,2025-07
Andaman and Nicobar Islands,2025-07-26,29.3,470.0,-1.6,275.7,0,0,1303.0,57.2,3.6,110.0,5965.0,170276.0,6.03,4.77,8.2,49780.0,2025-07
Andaman and Nicobar Islands,2025-07-27,27.6,540.4,-0.61,332.1,0,0,1329.0,55.6,4.9,99.7,4499.0,168038.0,6.39,5.11,8.6,47077.0,2025-07
Andaman and Nicobar Islands,2025-07-28,26.6,423.4,3.38,238.5,0,0,1098.0,49.9,5.4,102.8,4302.0,169629.0,6.99,6.05,9.4,71134.0,2025-07
Andaman and Nicobar Islands,2025-07-29,29.1,542.1,1.56,333.4,0,0,1291.0,51.8,2.7,125.0,5046.0,169777.0,6.86,5.68,10.4,73717.0,2025-07
Andaman and Nicobar Islands,2025-07-30,29.1,378.2,-0.94,202.4,0,0,1246.0,44.5,2.6,109.9,5427.0,168713.0,6.03,5.7,9.8,51243.0,2025-07
Andaman and Nicobar Islands,2025-07-31,24.6,453.3,-1.02,262.4,0,0,1048.0,60.0,3.1,130.9,5638.0,172334.0,6.39,4.83,12.4,73865.0,2025-07
Andaman and Nicobar Islands,2025-08-01,27.6,501.3,0.39,300.8,0,0,1198.0,57.3,4.8,115.9,5991.0,167593.0,6.3,6.64,11.4,63252.0,2025-08
Andaman and Nicobar Islands,2025-08-02,30.9,499.5,2.92,299.3,0,0,1186.0,41.6,4.0,122.1,4460.0,165930.0,6.76,5.46,12.1,68214.0,2025-08
Andaman and Nicobar Islands,2025-08-03,26.3,514.5,-1.33,311.3,0,0,1249.0,57.9,3.7,116.6,4939.0,166792.0,6.1,4.59,12.7,51290.0,2025-08
Andaman and Nicobar Islands,2025-08-04,27.6,390.0,1.69,211.8,0,0,977.0,52.3,4.6,110.5,5773.0,167060.0,6.36,6.09,11.3,45886.0,2025-08
Andaman and Nicobar Islands,2025-08-05,30.2,421.3,1.18,236.8,0,0,1143.0,45.2,3.0,92.3,4942.0,168393.0,6.76,4.6,8.2,67868.0,2025-08
Andaman and Nicobar Islands,2025-08-06,27.8,540.7,-0.8,332.2,0,0,1119.0,55.1,5.1,91.7,4109.0,166199.0,6.1,6.39,11.7,48656.0,2025-08
Andaman and Nicobar Islands,2025-08-07,27.2,350.8,2.71,180.5,0,0,1151.0,47.8,3.3,123.3,5591.0,170385.0,6.51,4.86,9.2,57092.0,2025-08
Andaman and Nicobar Islands,2025-08-08,28.4,512.1,0.82,309.4,0,0,1175.0,42.0,4.9,134.6,5954.0,167007.0,6.08,5.18,9.2,45313.0,2025-08
Andaman and Nicobar Islands,2025-08-09,27.9,521.5,1.02,316.9,0,0,1285.0,45.5,4.6,129.6,5683.0,167394.0,6.16,5.36,10.2,74603.0,2025-08
Andaman and Nicobar Islands,2025-08-10,29.1,503.7,1.9,302.7,0,0,1295.0,49.5,4.2,137.7,5471.0,170390.0,6.79,4.71,11.7,57954.0,2025-08
Andaman and Nicobar Islands,2025-08-11,28.2,428.3,-0.88,242.4,0,0,1301.0,47.2,4.9,100.3,4293.0,168441.0,6.51,5.07,9.5,45496.0,2025-08
Andaman and Nicobar Islands,2025-08-12,25.2,482.6,2.1,285.8,0,0,1283.0,51.3,5.0,138.4,4011.0,166925.0,6.97,6.93,8.5,74235.0,2025-08
Andaman and Nicobar Islands,2025-08-13,29.0,397.5,-1.05,217.8,0,0,966.0,59.4,5.1,130.0,5257.0,168346.0,6.13,4.9,12.9,53927.0,2025-08
Andaman and Nicobar Islands,2025-08-14,28.0,549.1,2.87,338.9,0,0,911.0,47.9,5.5,92.2,5965.0,167956.0,6.91,4.86,10.3,47306.0,2025-08
Andaman and Nicobar Islands,2025-08-15,25.9,554.7,-1.2,343.5,0,0,965.0,47.3,2.9,129.6,5610.0,170854.0,6.95,5.02,8.3,50134.0,2025-08
Andaman and Nicobar Islands,2025-08-16,27.5,529.9,-1.62,323.6,0,0,943.0,47.4,4.8,109.2,5068.0,171384.0,6.8,6.27,9.4,57274.0,2025-08
Andaman and Nicobar Islands,2025-08-17,28.3,319.0,-1.19,155.0,0,0,1156.0,43.3,3.8,135.9,5359.0,169935.0,6.74,5.85,11.3,63422.0,2025-08
Andaman and Nicobar Islands,2025-08-18,26.9,490.5,2.41,292.1,0,0,1000.0,40.3,4.3,106.4,4765.0,166883.0,6.24,6.5,8.8,53054.0,2025-08
Andaman and Nicobar Islands,2025-08-19,25.7,527.8,2.62,321.9,0,0,1043.0,46.7,3.2,131.8,4413.0,171598.0,6.55,4.68,11.6,65544.0,2025-08
Andaman and Nicobar Islands,2025-08-20,29.8,421.4,2.46,236.9,0,0,1049.0,42.8,3.8,88.8,5070.0,169295.0,6.02,5.31,11.4,56055.0,2025-08
Andaman and Nicobar Islands,2025-08-21,26.4,535.0,2.5,327.7,0,0,1025.0,44.8,4.2,91.1,5297.0,171222.0,6.88,6.71,11.7,68119.0,2025-08
Andaman and Nicobar Islands,2025-08-22,28.1,438.0,2.68,250.2,0,0,965.0,40.3,2.6,115.5,5117.0,167350.0,6.92,6.79,9.4,53406.0,2025-08
Andaman and Nicobar Islands,2025-08-23,25.4,503.0,3.02,302.2,0,0,1234.0,59.7,3.0,98.8,5822.0,170720.0,6.05,5.28,8.9,54240.0,2025-08
Andaman and Nicobar Islands,2025-08-24,28.5,316.3,0.37,152.8,0,0,903.0,50.5,3.2,108.7,5664.0,169846.0,6.79,5.96,12.1,58319.0,2025-08
Andaman and Nicobar Islands,2025-08-25,26.1,468.9,1.16,274.8,0,0,1248.0,44.0,4.4,91.3,5993.0,171206.0,6.56,6.85,12.2,49541.0,2025-08
Andaman and Nicobar Islands,2025-08-26,26.5,446.8,1.41,257.2,0,0,1054.0,41.4,2.9,127.0,4221.0,167118.0,6.72,6.6,10.1,56250.0,2025-08
Andaman and Nicobar Islands,2025-08-27,24.6,452.1,3.83,261.5,0,0,1069.0,45.5,4.9,82.7,4111.0,166370.0,6.15,4.76,9.5,50952.0,2025-08
Andaman and Nicobar Islands,2025-08-28,26.1,557.7,-1.86,345.8,0,0,1074.0,50.1,4.6,81.4,4179.0,168992.0,6.1,6.08,9.8,63392.0,2025-08
Andaman and Nicobar Islands,2025-08-29,28.3,408.0,1.23,226.2,0,0,1132.0,55.5,3.0,103.4,4128.0,168250.0,6.12,6.08,12.2,58815.0,2025-08
Andaman and Nicobar Islands,2025-08-30,28.5,464.7,-1.72,271.5,0,0,1154.0,49.0,3.4,113.1,5338.0,168061.0,6.73,5.65,12.3,59946.0,2025-08
Andaman and Nicobar Islands,2025-08-31,26.0,311.4,2.37,149.0,0,0,966.0,53.8,4.6,102.6,5522.0,167402.0,6.29,5.96,11.1,51199.0,2025-08
Andaman and Nicobar Islands,2025-09-01,30.0,313.2,0.17,150.4,0,0,938.0,44.8,3.4,134.8,5061.0,167954.0,6.26,6.29,11.9,57102.0,2025-09
Andaman and Nicobar Islands,2025-09-02,27.2,321.7,-1.83,157.2,0,0,1161.0,57.1,2.9,108.1,5494.0,170089.0,6.85,4.81,11.6,45420.0,2025-09
Andaman and Nicobar Islands,2025-09-03,25.6,431.8,3.21,245.2,0,0,1079.0,44.8,2.6,116.6,5917.0,166644.0,6.97,4.74,12.5,59684.0,2025-09
Andaman and Nicobar Islands,2025-09-04,25.5,443.3,1.83,254.4,0,0,1217.0,42.6,4.5,90.0,4855.0,165798.0,6.94,6.52,8.1,49904.0,2025-09
Andaman and Nicobar Islands,2025-09-05,28.4,379.4,0.39,203.3,0,0,1143.0,54.1,4.1,97.1,5702.0,167698.0,6.45,6.37,9.0,52263.0,2025-09
Andaman and Nicobar Islands,2025-09-06,27.0,415.9,-1.51,232.5,0,0,1238.0,52.6,2.5,102.1,4703.0,170569.0,7.0,5.72,12.8,68373.0,2025-09
Andaman and Nicobar Islands,2025-09-07,28.1,362.4,2.67,189.7,0,0,966.0,50.8,3.4,113.7,5857.0,170056.0,6.65,5.37,11.4,52086.0,2025-09
Andaman and Nicobar Islands,2025-09-08,24.9,385.1,3.96,207.9,0,0,1025.0,59.2,4.6,81.2,4319.0,170139.0,6.25,5.75,8.2,57624.0,2025-09
Andaman and Nicobar Islands,2025-09-09,27.6,475.1,3.41,279.8,0,0,1306.0,41.1,2.7,83.6,5819.0,166021.0,6.31,6.31,9.0,65590.0,2025-09
Andaman and Nicobar Islands,2025-09-10,24.1,360.7,0.48,188.4,0,0,964.0,57.4,3.8,129.4,5848.0,169605.0,6.23,6.31,12.9,61972.0,2025-09
Andaman and Nicobar Islands,2025-09-11,23.8,403.3,2.27,222.4,0,0,1223.0,50.9,5.4,112.9,4007.0,170640.0,6.06,4.72,12.0,63052.0,2025-09
Andaman and Nicobar Islands,2025-09-12,24.5,489.3,0.53,291.2,0,0,1312.0,59.0,4.6,82.7,4068.0,168144.0,6.79,5.41,12.0,45152.0,2025-09
Andaman and Nicobar Islands,2025-09-13,25.8,396.8,-1.37,217.3,0,0,1216.0,59.2,5.0,104.6,5552.0,168207.0,6.95,4.95,10.6,61622.0,2025-09
Andaman and Nicobar Islands,2025-09-14,26.1,416.8,0.66,233.2,0,0,944.0,56.8,3.1,119.1,4056.0,166902.0,6.13,5.26,8.7,68962.0,2025-09
Andaman and Nicobar Islands,2025-09-15,24.7,401.5,1.7,220.9,0,0,1031.0,41.3,4.5,91.5,5431.0,168474.0,6.77,5.08,11.8,62872.0,2025-09
Andaman and Nicobar Islands,2025-09-16,22.9,469.6,-0.68,275.4,0,0,1147.0,45.0,3.0,103.0,5457.0,172391.0,6.87,4.97,8.9,60049.0,2025-09
Andaman and Nicobar Islands,2025-09-17,25.2,480.3,0.22,283.9,0,0,1156.0,49.2,5.1,90.8,4130.0,169235.0,6.24,4.75,10.2,71003.0,2025-09
Andaman and Nicobar Islands,2025-09-18,26.4,534.1,3.94,327.0,0,0,1301.0,46.4,2.9,109.9,4136.0,167117.0,6.64,6.73,12.4,54778.0,2025-09
Andaman and Nicobar Islands,2025-09-19,24.3,428.2,2.4,242.3,0,0,1208.0,45.7,4.2,123.3,5194.0,165935.0,6.03,4.72,12.9,50281.0,2025-09
Andaman and Nicobar Islands,2025-09-20,22.4,502.6,3.29,301.8,0,0,928.0,42.8,3.1,132.2,5106.0,165918.0,6.52,4.59,12.5,73284.0,2025-09
Andaman and Nicobar Islands,2025-09-21,25.3,423.6,-0.53,238.7,0,0,1125.0,56.7,5.0,88.4,5264.0,171755.0,6.41,4.58,8.8,53107.0,2025-09
Andaman and Nicobar Islands,2025-09-22,24.6,527.3,1.95,321.6,0,0,1051.0,48.3,3.2,104.0,4713.0,168939.0,6.56,5.98,8.5,56629.0,2025-09
Andaman and Nicobar Islands,2025-09-23,25.2,321.2,-1.4,156.8,0,0,950.0,41.4,2.7,135.8,5055.0,170545.0,6.38,5.13,12.9,49320.0,2025-09
Andaman and Nicobar Islands,2025-09-24,22.3,307.9,-0.46,146.2,0,0,1317.0,48.2,3.1,81.4,5943.0,166666.0,6.25,5.53,11.2,48588.0,2025-09
Andaman and Nicobar Islands,2025-09-25,26.6,544.5,-0.6,335.3,0,0,1310.0,46.1,2.8,113.3,5673.0,169774.0,6.75,4.72,9.9,70863.0,2025-09
Andaman and Nicobar Islands,2025-09-26,22.2,417.1,2.68,233.5,0,0,1135.0,50.9,3.0,123.8,4538.0,172146.0,6.27,4.84,9.9,49983.0,2025-09
Andaman and Nicobar Islands,2025-09-27,24.0,566.9,1.88,353.2,0,0,1291.0,58.9,4.3,125.9,5239.0,165882.0,6.67,4.62,10.2,58075.0,2025-09
Andaman and Nicobar Islands,2025-09-28,21.9,485.4,3.89,288.0,0,0,1196.0,49.3,2.9,113.5,5957.0,166004.0,6.25,6.25,8.3,49034.0,2025-09
Andaman and Nicobar Islands,2025-09-29,24.9,306.8,1.43,145.3,0,0,987.0,40.7,3.7,95.9,5075.0,169556.0,6.97,5.64,11.4,59636.0,2025-09
Andaman and Nicobar Islands,2025-09-30,24.1,338.0,-0.05,170.2,0,0,1190.0,48.3,2.9,80.3,4684.0,170475.0,6.49,6.05,8.4,70811.0,2025-09
Andaman and Nicobar Islands,2025-10-01,24.1,143.6,2.89,14.8,0,0,4223.0,52.0,4.7,124.6,4488.0,166773.0,6.89,5.32,11.4,61708.0,2025-10
Andaman and Nicobar Islands,2025-10-02,24.0,181.6,-0.16,45.2,0,0,3701.0,44.5,3.7,104.9,5088.0,171878.0,6.29,5.11,8.3,56983.0,2025-10
Andaman and Nicobar Islands,2025-10-03,22.0,136.1,3.17,8.8,0,0,3456.0,48.6,3.2,127.5,5506.0,167879.0,6.2,4.65,10.4,69812.0,2025-10
Andaman and Nicobar Islands,2025-10-04,23.0,147.6,2.52,18.0,0,0,3523.0,52.2,2.6,136.5,5742.0,170500.0,6.72,6.41,9.5,58543.0,2025-10
Andaman and Nicobar Islands,2025-10-05,23.9,129.3,0.96,3.4,0,0,4310.0,46.8,3.0,110.8,5706.0,170772.0,6.5,4.83,10.0,74853.0,2025-10
Andaman and Nicobar Islands,2025-10-06,22.8,177.7,0.27,42.1,0,0,3418.0,45.4,3.4,94.2,4501.0,166751.0,6.97,5.24,12.1,69192.0,2025-10
Andaman and Nicobar Islands,2025-10-07,24.6,130.8,-0.79,4.6,0,0,3730.0,56.4,4.0,104.3,4724.0,169040.0,6.61,6.68,9.1,49664.0,2025-10
Andaman and Nicobar Islands,2025-10-08,24.6,164.8,3.06,31.8,0,0,3486.0,46.5,5.1,99.5,5109.0,168811.0,6.36,5.9,8.5,47800.0,2025-10
Andaman and Nicobar Islands,2025-10-09,25.6,169.1,-1.12,35.2,0,0,3770.0,53.0,4.5,136.5,4341.0,165935.0,6.64,6.28,9.1,57818.0,2025-10
Andaman and Nicobar Islands,2025-10-10,21.5,151.6,1.69,21.2,0,0,3564.0,58.7,4.6,122.8,4269.0,165829.0,6.66,4.84,9.9,60616.0,2025-10
Andaman and Nicobar Islands,2025-10-11,24.3,151.6,2.21,21.2,0,0,4515.0,43.4,5.5,86.1,5975.0,171793.0,6.74,5.29,12.4,56359.0,2025-10
Andaman and Nicobar Islands,2025-10-12,23.0,119.0,1.81,-4.8,0,0,4351.0,52.6,3.5,80.4,4152.0,167752.0,6.54,5.61,8.4,66692.0,2025-10
Andaman and Nicobar Islands,2025-10-13,23.0,113.5,3.01,-9.2,0,0,3582.0,54.6,4.4,124.7,5892.0,167911.0,6.94,6.8,11.3,69935.0,2025-10
Andaman and Nicobar Islands,2025-10-14,22.3,110.3,-0.63,-11.8,0,0,3692.0,58.4,3.1,128.9,4817.0,172275.0,6.25,4.8,12.4,56114.0,2025-10
Andaman and Nicobar Islands,2025-10-15,23.7,134.3,2.25,7.4,0,0,3824.0,40.3,4.8,137.1,5260.0,167773.0,6.2,6.32,10.7,67024.0,2025-10
Andaman and Nicobar Islands,2025-10-16,23.3,152.1,3.87,21.6,0,0,4014.0,59.1,3.7,109.2,5422.0,168389.0,6.63,6.17,9.4,58576.0,2025-10
